Nazwa,Znizka %,Cena,Cena pierwotna,Tagi,Opinie,% pozytywnych,AppID,Link
"The Princess, the Stray Cat, and Matters of the Heart 2",70,"5,85€","19,50€","Fantasy, Magic, Comedy, Romance",Very Positive,92,1128260,https://store.steampowered.com/app/1128260/The_Princess_the_Stray_Cat_and_Matters_of_the_Heart_2/
Tamayura Mirai,70,"5,85€","19,50€","Dialogue Heavy, Visual Novel, Casual, Adventure",Very Positive,92,1960830,https://store.steampowered.com/app/1960830/Tamayura_Mirai/
Superbugs: Awaken,70,"3,74€","12,49€","Dialogue Heavy, Online Co-Op, Difficult, Fast-Paced",Very Positive,92,1393570,https://store.steampowered.com/app/1393570/Superbugs_Awaken/
Trailer Park Tycoon: Raccoon Ranch,70,"3,45€","11,51€","Time Management, Crafting, Management, Building",Very Positive,92,3189790,https://store.steampowered.com/app/3189790/Trailer_Park_Tycoon_Raccoon_Ranch/
WITCH-BOT MEGLILO,70,"1,76€","5,89€","Indie, Action, Shoot 'Em Up, Anime",Very Positive,92,437020,https://store.steampowered.com/app/437020/WITCHBOT_MEGLILO/
West of Loathing,69,"3,40€","10,99€","RPG, Comedy, Funny, Western",Overwhelmingly Positive,98,597220,https://store.steampowered.com/app/597220/West_of_Loathing/
Gori: Cuddly Carnage,69,"6,81€","21,99€","Gore, Controller, Combat, Cyberpunk",Overwhelmingly Positive,96,1299690,https://store.steampowered.com/app/1299690/Gori_Cuddly_Carnage/
Orgynizer,69,"1,54€","4,99€","Casual, Sexual Content, LGBTQ+, Puzzle",Very Positive,98,1114380,https://store.steampowered.com/app/1114380/Orgynizer/
Quickscoper Doge: The Dank Illuminati Memes,69,"1,30€","4,20€","Dogs, Memes, FPS, Action-Adventure",Very Positive,97,690420,https://store.steampowered.com/app/690420/Quickscoper_Doge_The_Dank_Illuminati_Memes/
Byte Lynx,69,"2,47€","7,99€","Base Building, RTS, Strategy, Action RTS",Very Positive,97,1996600,https://store.steampowered.com/app/1996600/Byte_Lynx/
The Binding of Isaac,69,"1,54€","4,99€","Action Roguelike, Roguelike, Indie, Replay Value",Very Positive,94,113200,https://store.steampowered.com/app/113200/The_Binding_of_Isaac/
One Way Heroics,69,"0,92€","2,99€","Side Scroller, Mystery Dungeon, Traditional Roguelike, Dungeon Crawler",Very Positive,94,266210,https://store.steampowered.com/app/266210/One_Way_Heroics/
Countryballs: Modern Ballfare,69,"1,54€","4,99€","PvP, Multiplayer, Third-Person Shooter, Online Co-Op",Very Positive,94,1147130,https://store.steampowered.com/app/1147130/Countryballs_Modern_Ballfare/
Indemon Tales,69,"2,13€","6,89€","Adventure, RPG, Action-Adventure, Action RPG",Very Positive,94,2426020,https://store.steampowered.com/app/2426020/Indemon_Tales/
The End Is Nigh,69,"4,58€","14,79€","Precision Platformer, Platformer, Indie, Difficult",Very Positive,92,583470,https://store.steampowered.com/app/583470/The_End_Is_Nigh/
It Comes In Waves,69,"0,92€","2,99€","Action, Adventure, Third-Person Shooter, Sci-fi",Very Positive,93,2342980,https://store.steampowered.com/app/2342980/It_Comes_In_Waves/
Petal Crash,68,"2,62€","8,19€","Indie, Puzzle, Arcade, Pixel Graphics",Very Positive,96,1211110,https://store.steampowered.com/app/1211110/Petal_Crash/
Hana no No ni Saku Utakata no,68,"7,99€","24,99€","Casual, Adventure, Visual Novel, Interactive Fiction",Very Positive,94,1944250,https://store.steampowered.com/app/1944250/Hana_no_No_ni_Saku_Utakata_no/
Phoenix Wright: Ace Attorney Trilogy,67,"9,89€","29,99€","Detective, Visual Novel, Story Rich, Mystery",Overwhelmingly Positive,97,787480,https://store.steampowered.com/app/787480/Phoenix_Wright_Ace_Attorney_Trilogy/
Ghost Trick: Phantom Detective,67,"9,89€","29,99€","Puzzle, Adventure, Mystery, Story Rich",Overwhelmingly Positive,97,1967430,https://store.steampowered.com/app/1967430/Ghost_Trick_Phantom_Detective/
Cats Organized Neatly,67,"0,82€","2,49€","Puzzle, Cats, Cozy, Wholesome",Overwhelmingly Positive,97,1369340,https://store.steampowered.com/app/1369340/Cats_Organized_Neatly/
Creeper World 3: Arc Eternal,67,"4,88€","14,79€","Tower Defense, Strategy, Indie, RTS",Overwhelmingly Positive,96,280220,https://store.steampowered.com/app/280220/Creeper_World_3_Arc_Eternal/
Later Alligator,67,"4,94€","14,99€","Indie, Cute, Point & Click, Funny",Overwhelmingly Positive,96,966320,https://store.steampowered.com/app/966320/Later_Alligator/
Tametsi,67,"0,98€","2,99€","Puzzle, Indie, Difficult, Logic",Overwhelmingly Positive,96,709920,https://store.steampowered.com/app/709920/Tametsi/
Egg Squeeze,67,"1,31€","3,99€","Psychological Horror, Arcade, Casual, Simulation",Very Positive,99,3229170,https://store.steampowered.com/app/3229170/Egg_Squeeze/
CAT & ONION,67,"0,98€","2,99€","Adventure, Wholesome, Short, Cats",Very Positive,99,2781210,https://store.steampowered.com/app/2781210/CAT__ONION/
Wakey Wakey,67,"0,98€","2,99€","Precision Platformer, Puzzle Platformer, 2D Platformer, Puzzle",Very Positive,98,3047720,https://store.steampowered.com/app/3047720/Wakey_Wakey/
7 Wonders: Magical Mystery Tour,67,"1,97€","5,99€","Casual, Strategy, Match 3, Puzzle",Very Positive,98,275830,https://store.steampowered.com/app/275830/7_Wonders_Magical_Mystery_Tour/
CometStriker DX,67,"4,88€","14,79€","Shoot 'Em Up, Bullet Hell, Side Scroller, Twin Stick Shooter",Very Positive,98,701040,https://store.steampowered.com/app/701040/CometStriker_DX/
Birds Organized Neatly,67,"0,98€","2,99€","Birds, Puzzle, Wholesome, Cozy",Very Positive,97,2707110,https://store.steampowered.com/app/2707110/Birds_Organized_Neatly/
Luxor Evolved,67,"3,29€","9,99€","Casual, Action, Indie, Match 3",Very Positive,97,205830,https://store.steampowered.com/app/205830/Luxor_Evolved/
Meridian 157: Chapter 3,67,"1,94€","5,89€","Adventure, Puzzle, Casual, Point & Click",Very Positive,96,1689870,https://store.steampowered.com/app/1689870/Meridian_157_Chapter_3/
Meridian 157: Chapter 2,67,"1,64€","4,99€","Adventure, Puzzle, Point & Click, Casual",Very Positive,96,1458930,https://store.steampowered.com/app/1458930/Meridian_157_Chapter_2/
Luxor HD,67,"3,29€","9,99€","Casual, Strategy, Match 3, Puzzle",Very Positive,96,361020,https://store.steampowered.com/app/361020/Luxor_HD/
Through the Nightmares,67,"6,43€","19,50€","Puzzle Platformer, 2D Platformer, Precision Platformer, Side Scroller",Very Positive,96,1266210,https://store.steampowered.com/app/1266210/Through_the_Nightmares/
100 Egypt Cats,67,"0,68€","2,09€","Casual, Cats, Cozy, Hidden Object",Very Positive,95,3017380,https://store.steampowered.com/app/3017380/100_Egypt_Cats/
Brickochet,67,"0,98€","2,99€","Casual, Action, Indie, Arcade",Very Positive,95,671550,https://store.steampowered.com/app/671550/Brickochet/
RoboDunk,67,"4,94€","14,99€","Sports, Arcade, Roguelite, Basketball",Very Positive,95,1557720,https://store.steampowered.com/app/1557720/RoboDunk/
Rise of Nations: Extended Edition,67,"6,59€","19,99€","Strategy, RTS, Classic, Historical",Very Positive,94,287450,https://store.steampowered.com/app/287450/Rise_of_Nations_Extended_Edition/
GUILTY GEAR Xrd REV 2,67,"9,23€","27,99€","Fighting, Anime, 2D Fighter, Great Soundtrack",Overwhelmingly Positive,95,520440,https://store.steampowered.com/app/520440/GUILTY_GEAR_Xrd_REV_2/
World of Goo,67,"4,12€","12,49€","Puzzle, Indie, Physics, Singleplayer",Very Positive,92,22000,https://store.steampowered.com/app/22000/World_of_Goo/
Neighbours back From Hell,67,"4,94€","14,99€","Point & Click, Puzzle, Stealth, Comedy",Overwhelmingly Positive,95,1283190,https://store.steampowered.com/app/1283190/Neighbours_back_From_Hell/
Human Resource Machine,67,"4,88€","14,79€","Programming, Puzzle, Indie, Casual",Very Positive,93,375820,https://store.steampowered.com/app/375820/Human_Resource_Machine/
GOOOOOOAL!,67,"0,68€","2,09€","Memes, Comedy, Parody , Funny",Very Positive,94,3024540,https://store.steampowered.com/app/3024540/GOOOOOOAL/
We Know the Devil,67,"1,87€","5,69€","Indie, LGBTQ+, Visual Novel, Female Protagonist",Very Positive,94,435300,https://store.steampowered.com/app/435300/We_Know_the_Devil/
Hustle Cat,67,"5,54€","16,79€","Visual Novel, Indie, Dating Sim, LGBTQ+",Very Positive,94,453340,https://store.steampowered.com/app/453340/Hustle_Cat/
Sumerian Six,67,"9,89€","29,99€","Action, 3D, Colorful, Atmospheric",Very Positive,94,1429850,https://store.steampowered.com/app/1429850/Sumerian_Six/
Force Reboot,67,"0,98€","2,99€","FPS, Fast-Paced, Action, First-Person",Very Positive,94,1766010,https://store.steampowered.com/app/1766010/Force_Reboot/
Crystal Story II,67,"0,98€","2,99€","RPG, JRPG, Turn-Based Combat, Story Rich",Very Positive,94,344860,https://store.steampowered.com/app/344860/Crystal_Story_II/
Zombie Bowl-o-Rama,67,"3,29€","9,99€","Bowling, Zombies, Casual, Sports",Very Positive,94,32160,https://store.steampowered.com/app/32160/Zombie_BowloRama/
Luxor 3,67,"3,29€","9,99€","Casual, Match 3, Puzzle, Arcade",Very Positive,94,15930,https://store.steampowered.com/app/15930/Luxor_3/
Glowfish,67,"3,29€","9,99€","Casual, Adventure, Indie, Underwater",Very Positive,94,60350,https://store.steampowered.com/app/60350/Glowfish/
Risk of Rain 2,67,"8,24€","24,99€","Third-Person Shooter, Action Roguelike, Multiplayer, Co-op",Overwhelmingly Positive,95,632360,https://store.steampowered.com/app/632360/Risk_of_Rain_2/
Sins of a Solar Empire®: Rebellion: Game and Soundtrack Bundle,67,"10,06€","30,49€","Strategy, Management, Diplomacy, Indie",Very Positive,93,"204880,228600",https://store.steampowered.com/sub/18821/
Venba,67,"4,94€","14,99€","Cooking, Casual, Narrative, Puzzle",Overwhelmingly Positive,95,1491670,https://store.steampowered.com/app/1491670/Venba/
7 Billion Humans,67,"4,88€","14,79€","Programming, Puzzle, Indie, Simulation",Very Positive,93,792100,https://store.steampowered.com/app/792100/7_Billion_Humans/
3030 Deathwar Redux - A Space Odyssey,67,"4,94€","14,99€","Adventure, Indie, Space, Action",Very Positive,93,464360,https://store.steampowered.com/app/464360/3030_Deathwar_Redux__A_Space_Odyssey/
Deisim,67,"4,94€","14,99€","Sandbox, God Game, Simulation, Pixel Graphics",Very Positive,93,525680,https://store.steampowered.com/app/525680/Deisim/
Silver,67,"1,97€","5,99€","RPG, Action, Classic, Singleplayer",Very Positive,93,606680,https://store.steampowered.com/app/606680/Silver/
Meridian 157: Chapter 1,67,"1,31€","3,99€","Adventure, Puzzle, Point & Click, Hidden Object",Very Positive,93,1458920,https://store.steampowered.com/app/1458920/Meridian_157_Chapter_1/
Lost Potato,67,"0,98€","2,99€","Action, Indie, 2D, Roguelite",Very Positive,93,1365010,https://store.steampowered.com/app/1365010/Lost_Potato/
Little Nightmares II,67,"9,89€","29,99€","Horror, Adventure, Singleplayer, Puzzle",Very Positive,93,860510,https://store.steampowered.com/app/860510/Little_Nightmares_II/
PAYDAY™ The Heist,67,"3,13€","9,49€","FPS, Action, Co-op, Heist",Very Positive,92,24240,https://store.steampowered.com/app/24240/PAYDAY_The_Heist/
X-Plane 11,67,"8,24€","24,99€","Simulation, Flight, Realistic, Open World",Very Positive,92,269950,https://store.steampowered.com/app/269950/XPlane_11/
Singularity™,67,"6,59€","19,99€","FPS, Action, Sci-fi, Time Manipulation",Very Positive,91,42670,https://store.steampowered.com/app/42670/Singularity/
NORCO,67,"4,94€","14,99€","Point & Click, Pixel Graphics, Atmospheric, Story Rich",Very Positive,93,1221250,https://store.steampowered.com/app/1221250/NORCO/
Particle Fleet: Emergence,67,"4,88€","14,79€","Strategy, Indie, Simulation, Space",Very Positive,92,422900,https://store.steampowered.com/app/422900/Particle_Fleet_Emergence/
Heaven Will Be Mine,67,"4,12€","12,49€","LGBTQ+, Indie, Visual Novel, Female Protagonist",Very Positive,92,836450,https://store.steampowered.com/app/836450/Heaven_Will_Be_Mine/
Giraffe and Annika,67,"5,54€","16,79€","Music, Female Protagonist, Rhythm, Cute",Very Positive,92,1122100,https://store.steampowered.com/app/1122100/Giraffe_and_Annika/
Loddlenaut,66,"6,79€","19,99€","Underwater, Relaxing, Cute, Open World",Overwhelmingly Positive,98,1644940,https://store.steampowered.com/app/1644940/Loddlenaut/
Totally Accurate Battle Simulator,66,"6,45€","18,99€","Sandbox, Simulation, Funny, War",Overwhelmingly Positive,98,508440,https://store.steampowered.com/app/508440/Totally_Accurate_Battle_Simulator/
DUSK,66,"6,62€","19,49€","Boomer Shooter, FPS, Retro, Shooter",Overwhelmingly Positive,97,519860,https://store.steampowered.com/app/519860/DUSK/
The Spirit and the Mouse,66,"6,63€","19,50€","Puzzle Platformer, Puzzle, Platformer, Female Protagonist",Overwhelmingly Positive,97,1679210,https://store.steampowered.com/app/1679210/The_Spirit_and_the_Mouse/
HROT,66,"6,63€","19,50€","Retro, FPS, Boomer Shooter, Shooter",Overwhelmingly Positive,96,824600,https://store.steampowered.com/app/824600/HROT/
SOMA,66,"9,85€","28,99€","Horror, Psychological Horror, Atmospheric, Story Rich",Overwhelmingly Positive,95,282140,https://store.steampowered.com/app/282140/SOMA/
Amnesia: The Dark Descent,66,"6,63€","19,50€","Horror, Gore, Psychological Horror, Survival Horror",Overwhelmingly Positive,95,57300,https://store.steampowered.com/app/57300/Amnesia_The_Dark_Descent/
FAITH: The Unholy Trinity,66,"4,75€","13,99€","Horror, Pixel Graphics, Psychological Horror, Indie",Very Positive,94,1179080,https://store.steampowered.com/app/1179080/FAITH_The_Unholy_Trinity/
Dead Estate,66,"4,24€","12,49€","Action Roguelike, Twin Stick Shooter, Roguelike, Horror",Very Positive,94,1484720,https://store.steampowered.com/app/1484720/Dead_Estate/
Super Amazing Wagon Adventure,66,"1,01€","2,99€","Action Roguelike, Side Scroller, Shoot 'Em Up, Twin Stick Shooter",Overwhelmingly Positive,95,250500,https://store.steampowered.com/app/250500/Super_Amazing_Wagon_Adventure/
Altered,66,"2,71€","7,99€","Sokoban, Puzzle, Difficult, Strategy",Very Positive,100,973250,https://store.steampowered.com/app/973250/Altered/
One Small Fire At A Time,66,"3,39€","9,99€","Indie, Casual, Adventure, Visual Novel",Very Positive,100,476410,https://store.steampowered.com/app/476410/One_Small_Fire_At_A_Time/
The Jewel of Monostructure,66,"1,69€","4,99€","Visual Novel, Dark Fantasy, Story Rich, Atmospheric",Very Positive,96,1644280,https://store.steampowered.com/app/1644280/The_Jewel_of_Monostructure/
MH-Zombie,66,"1,01€","2,99€","Flight, Simulation, Arcade, First-Person",Very Positive,96,1429350,https://store.steampowered.com/app/1429350/MHZombie/
Escape from Mutation Station,66,"1,35€","3,99€","Surreal, Mystery, Escape Room, Puzzle",Very Positive,96,3137530,https://store.steampowered.com/app/3137530/Escape_from_Mutation_Station/
Ugly,66,"6,63€","19,50€","2D Platformer, Puzzle Platformer, Puzzle, Platformer",Very Positive,95,1983220,https://store.steampowered.com/app/1983220/Ugly/
Extraneum,66,"5,02€","14,79€","Boomer Shooter, Transhumanism, Cyberpunk, Old School",Very Positive,95,1999140,https://store.steampowered.com/app/1999140/Extraneum/
Manafinder,66,"3,94€","11,59€","RPG, Exploration, JRPG, Story Rich",Very Positive,95,1582410,https://store.steampowered.com/app/1582410/Manafinder/
NEEDY STREAMER OVERLOAD,66,"4,51€","13,29€","Psychological Horror, Anime, Visual Novel, Sexual Content",Overwhelmingly Positive,95,1451940,https://store.steampowered.com/app/1451940/NEEDY_STREAMER_OVERLOAD/
Strange Horticulture,66,"5,36€","15,79€","Mystery, Puzzle, Cozy, Dark",Overwhelmingly Positive,95,1574580,https://store.steampowered.com/app/1574580/Strange_Horticulture/
Octodad: Dadliest Catch,66,"4,75€","13,99€","Comedy, Physics, Funny, Indie",Very Positive,94,224480,https://store.steampowered.com/app/224480/Octodad_Dadliest_Catch/
Date Everything!,66,"10,19€","29,99€","Sexual Content, LGBTQ+, Dating Sim, Romance",Very Positive,94,2201320,https://store.steampowered.com/app/2201320/Date_Everything/
LIZARDS MUST DIE 2,66,"3,05€","8,99€","Hack and Slash, Co-op Campaign, Action-Adventure, Online Co-Op",Very Positive,94,3107800,https://store.steampowered.com/app/3107800/LIZARDS_MUST_DIE_2/
Aground,66,"5,02€","14,79€","Exploration, Open World, Survival, Base Building",Very Positive,94,876650,https://store.steampowered.com/app/876650/Aground/
Priest Simulator: Vampire Show,66,"6,79€","19,99€","Satire, Vampires, Shooter, Story Rich",Very Positive,94,950620,https://store.steampowered.com/app/950620/Priest_Simulator_Vampire_Show/
Heroine of the Sniper,66,"2,78€","8,19€","Action, Indie, Anime, Female Protagonist",Very Positive,94,851950,https://store.steampowered.com/app/851950/Heroine_of_the_Sniper/
Griftlands,66,"5,70€","16,79€","Card Battler, Roguelite, Deckbuilding, Choices Matter",Very Positive,93,601840,https://store.steampowered.com/app/601840/Griftlands/
Amnesia: The Bunker,66,"8,33€","24,50€","Horror, Survival Horror, Atmospheric, Immersive Sim",Very Positive,94,1944430,https://store.steampowered.com/app/1944430/Amnesia_The_Bunker/
